url,name,address,city,state,phone
http://redriverdental.ca/,Red River Dental,"15 Wersch St Unit 101, Selkirk, MB R1A 2B3, Canada",MB R1A 2B3,Canada,+1 204-482-5702
https://www.boundarytrails.com/site/home?utm_source=G&utm_medium=LPM&utm_campaign=DentalCorp,Boundary Trails Dental Centre,"401 N Railway St, Morden, MB R6M 1S8, Canada",MB R6M 1S8,Canada,+1 431-441-4831
http://www.aspiredentalcentre.ca/,Dr. Laura Fletcher,"260 Roblin Blvd E, Plum Coulee, MB R6W 0L1, Canada",MB R6W 0L1,Canada,+1 204-325-4774
https://www.seineriverdental.ca/,Seine River Dental Centre,"153 Centrale Ave, Ste Anne, MB R5H 1C3, Canada",MB R5H 1C3,Canada,+1 204-422-5510
http://www.pineridgedentaloakbank.ca/,Pine Ridge Dental,"30 CO-OP Dr Unit 1, Oakbank, MB R5N 0N9, Canada",MB R5N 0N9,Canada,+1 204-444-4430
http://gallerydental.com/,"Gallery Dental Carman, MB","Box 87, 360 4 St SW, Carman, MB R0G 0J0, Canada",MB R0G 0J0,Canada,+1 204-745-3770
http://rivernorthdental.com/,River North Dental Centre,"27 Red River Blvd W Unit J, Winnipeg, MB R2V 4E2, Canada",MB R2V 4E2,Canada,+1 204-334-6000
http://westviewdental.ca/,Westview Dental Centre,"2401 Saskatchewan Ave W #6, Portage la Prairie, MB R1N 3C2, Canada",MB R1N 3C2,Canada,+1 204-857-3545
https://www.aspiredentalcentre.ca/swan-river/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL,Aspire Dental Centre Swan River,"1488 3 St N, Swan River, MB R0L 1Z0, Canada",MB R0L 1Z0,Canada,+1 204-500-1579
http://www.pembinavalleydental.net/,Pembina Valley Dental,"260 Roblin Blvd E, Winkler, MB R6W 0L1, Canada",MB R6W 0L1,Canada,+1 204-325-4774
http://lacdubonnetdental.com/,Lac Du Bonnet Dental Clinic,"39 Park Ave, Lac du Bonnet, MB R0E 1A0, Canada",MB R0E 1A0,Canada,+1 204-345-6864
https://ericksondentalclinic.ca/,Erickson Dental Clinic,"36 Main St, Erickson, MB R0J 0P0, Canada",MB R0J 0P0,Canada,+1 204-636-2320
https://www.stonewallquarrydental.com/,Quarry Stonewall Dental Centre,"345 Main St, Stonewall, MB R0C 2Z0, Canada",MB R0C 2Z0,Canada,+1 204-467-2177
https://www.aspiredentalcentre.ca/portage-la-prairie/?utm_source=GMB_Listing&utm_medium=organic&utm_campaign=Website_URL,Aspire Dental Centre Portage la Prairie,"49 Royal Rd N, Portage la Prairie, MB R1N 1T9, Canada",MB R1N 1T9,Canada,+1 431-304-1984
http://valleydentalstudio.com/,Valley Dental Studio,"1316 Main St E, Swan River, MB R0L 1Z0, Canada",MB R0L 1Z0,Canada,+1 204-614-1444
https://www.integritydental-mb.com/contact,TREHERNE DENTAL CLINIC,"180 Broadway St, Treherne, MB R0G 2V0, Canada",MB R0G 2V0,Canada,+1 204-723-2579
https://fisherriver.ca/2018/08/fisher-river-health-centre-dental-services/,Fisher River Dental,"Peguis, MB R0C 0A7, Canada",MB R0C 0A7,Canada,+1 204-645-2953
http://www.manitobadentist.ca/,Results,"1735 Corydon Ave #202, Winnipeg, MB R3N 0K4, Canada",MB R3N 0K4,Canada,+1 204-988-5300
http://cartierdental.ca/,Results,"1 Main St E #2, Elie, MB R0H 0H0, Canada",MB R0H 0H0,Canada,+1 204-353-4090
http://www.osbornevillagedental.com/,Results,"433 River Ave Unit 6, Winnipeg, MB R3L 2V1, Canada",MB R3L 2V1,Canada,+1 204-284-5634
